"MB_ID","JobsT10","JobsT15","JobsT20","JobsT25","JobsT30","JobsT35","JobsT40","JobsT45","JobsT5_","JobsT50","JobsT55","JobsT60"
10476860000,463,3074,6744,27674,59736,80280,119145,159089,13,218599,308788,424526
10476870000,605,1651,5321,38443,56483,65975,87440,126432,35,184363,274393,428996
10476880000,343,808,1728,6662,39267,57577,76900,108712,122,167911,229605,307964
10476890000,494,1588,4279,12103,38771,69994,99664,136316,115,194112,267047,355316
10476900000,629,2236,9578,45601,58785,69918,108067,156803,16,205207,310853,462312
10476910000,635,2260,4807,20534,56126,68238,90256,122007,116,170674,252002,402008
10476920000,527,3443,36611,60178,93821,128373,189998,269462,23,409926,580708,1146302
10476930000,462,1545,4562,25574,57433,67265,98857,152077,29,199683,292904,452957
10476940000,363,991,3675,36395,56339,64574,90371,139015,116,192794,277255,442247
10476950000,515,1250,12165,40316,56669,65292,85070,124329,102,174794,252822,396336
10476960000,178,493,1431,4203,47014,58604,88407,130493,52,207662,293202,397656
10476970000,350,1110,12760,46963,61326,75820,107009,164425,20,231341,312658,579995
10476980000,345,1137,10555,44823,64310,97641,152225,226180,24,365712,528784,810959
10476990000,742,1747,9604,44119,59808,77947,113473,173998,174,233916,317433,558004
10477000000,418,1961,10626,49048,62706,76744,119189,179797,75,250858,333796,594198
10477010000,1103,3595,14723,51772,79508,112414,184831,317552,16,473478,689443,1304534
10477020000,324,2049,9251,49766,69457,93225,119570,170982,30,240589,341561,599798
10477030000,393,2231,9718,50156,68056,90606,123410,182464,59,250294,359829,618290
10477040000,497,1905,10706,49848,64136,81722,117475,182491,30,248661,340320,618780
10477050000,429,6954,33439,45236,56008,78241,119863,194614,177,324256,496356,876691
10477060000,616,2649,29533,42803,58481,84005,132059,202456,64,339195,529245,926761
10477070000,415,2367,10322,33298,62926,89616,142143,221470,56,352512,514298,830823
10477080000,613,845,2876,35554,52578,72586,107687,168622,36,281499,427932,631555
10477090000,211,1274,10824,46742,59924,75038,109579,163728,0,231679,318517,567830
10477100000,1675,4230,14270,42580,60709,91330,134898,214068,75,367543,554687,965846
10477110000,11533,25344,48188,70242,105564,155850,263385,423653,540,625078,1023368,1745006
10477120000,10084,24904,51227,67636,99833,153684,219616,314352,348,522915,1180799,1575842
10477130000,18002,51714,73337,106613,153954,228669,328437,536385,49,1090285,1699260,2225994
10477140000,26752,39474,54673,78835,113137,174057,276953,442733,377,641005,1237078,1823729
10477150000,23390,43776,62016,91964,143811,216680,305666,514509,230,963836,1613738,2148688
10477160000,2379,5751,37474,48678,71239,90747,144194,215798,61,356820,568309,1182152
10477180000,2307,10502,35957,58790,80271,120955,194044,281344,29,469171,956633,1529359
10477190000,2725,15220,30507,58749,78064,106062,159706,265652,2155,445318,670313,1200017
10477200000,2953,3602,13549,24978,55452,72064,118424,192568,29,319448,620978,1221218
10477210000,1025,6770,29702,46567,63515,89302,142898,223264,25,378072,857159,1412318
10477220000,1419,20597,38973,62398,99579,168242,254191,444848,4,655685,1266490,1864833
10477230000,1439,7352,38768,63592,108450,178176,282802,467448,48,758160,1403923,1975942
10477240000,1321,25816,42179,72568,123137,198531,309483,511568,82,899950,1609365,2142895
10477250000,1302,4646,22868,50614,62461,98400,148062,229842,513,377580,770268,1420858
10477260000,287,686,1132,1943,4010,7351,14709,50172,98,65495,89363,146543
10477270000,12,333,1009,2134,3922,7493,15429,53389,4,72747,128452,200541
10477290000,322,1478,3749,22645,65044,107407,152799,224306,111,424805,1030259,1566153
10477300000,560,4089,11583,51600,82460,123968,174575,269430,96,767322,1362019,1757284
10477310000,715,2048,6508,9463,45554,87818,118639,190317,10,670494,1253856,1619240
10477320000,585,2332,6324,45502,71099,119167,167648,266006,180,759081,1355653,1769657
10477330000,477,2028,26845,47166,72649,120134,175674,274715,36,461548,1102442,1679838
10477340000,467,1439,3596,4420,7228,11374,23224,62837,153,94046,162083,265141
10477350000,374,1616,3614,4940,7168,13095,21201,55517,35,83632,128322,200750
10477360000,575,1291,2670,4628,6667,15187,31540,91486,25,171571,284295,512418
10477370000,559,1154,2378,4297,7066,15134,29310,87320,0,168620,281070,506924
10477390000,505,1564,2788,4835,9930,13904,23712,57257,213,74424,107812,164840
10477400000,765,1835,6467,17102,75906,114837,168614,270019,91,659431,1324730,1871236
10477410000,421,1337,4230,11875,44430,86620,136601,197382,146,313522,879296,1497356
10477420000,623,2360,11442,52509,88200,137260,216920,382529,328,990460,1604008,2096099
10477430000,362,1004,2034,3789,6460,15609,36105,94778,204,169023,285311,510668
10477440000,261,1239,3546,6035,15794,45460,83912,125733,14,190524,323847,939999
10477450000,703,2622,12190,50684,75802,124120,176122,285724,106,802838,1392889,1811570
10477460000,268,1081,3393,5501,11947,20878,70800,118321,20,179223,280082,645218
10477470000,927,1802,3163,4503,6958,13247,15078,28317,89,77769,125721,192093
10477480000,105,831,2608,13256,51314,84689,117112,177004,14,275022,784017,1416929
10477490000,286,938,3314,35986,51855,67189,91285,118875,18,172558,247216,378835
10477500000,159,839,2533,11762,32147,79508,124621,187539,15,284866,759538,1401834
10477510000,1000,2242,3204,4481,5848,9706,15858,42387,277,83563,152201,231616
10477520000,1000,2337,3248,4198,5566,8704,14324,21094,188,74975,122901,189513
10477530000,1309,3527,11425,30164,77691,103020,152116,242006,26,616727,1247381,1700904
10477540000,1623,2390,3039,4026,5641,8940,14595,19119,89,75856,123058,188800
10477560000,358,1101,3303,15062,50657,82655,123245,188624,48,287466,804053,1427265
10477570000,282,1225,3768,12654,52812,87340,129075,189021,58,477910,1032100,1471036
10477580000,778,1864,4675,17966,49078,85376,124880,188302,32,287784,802111,1431949
10477590000,1359,1632,2234,2905,4339,6858,9080,18716,335,72620,115780,174351
10477600000,347,1259,4010,13682,49834,82039,121656,179888,37,272585,755668,1375793
10477610000,1329,3932,5745,17211,50811,83165,123085,185718,52,284030,753233,1362893
10477620000,326,2401,4852,9742,42214,74516,113915,168167,27,253871,477477,1125898
10477630000,645,2488,7642,23616,68410,105317,154122,241751,41,769745,1326910,1707478
10477640000,162,1818,4763,35908,51643,67546,90396,116998,0,175124,249011,373496
10477650000,1005,5264,13125,54395,84868,124090,188208,302215,25,791271,1399515,1843019
10477660000,729,1451,3577,6550,9086,18049,70283,110151,21,158692,241857,555072
10477670000,158,787,813,2078,2914,3290,4712,7648,0,14396,30203,81307
10477680000,760,2759,9084,19994,54773,115453,147776,215452,75,328283,508376,654338
10477690000,860,3111,11480,28419,77677,132034,177927,258435,21,435853,564879,746718
10477700000,647,3194,10121,28159,85625,128411,168821,242281,29,382002,579318,749415
10477710000,1067,4131,11330,30974,89591,131047,163855,243379,0,390061,592896,749382
10477720000,1299,3510,9112,18672,47716,108926,145097,205513,66,293761,451330,612088
10477730000,1551,5561,11275,22338,74655,122651,160860,223131,58,321695,481265,618859
10477740000,1670,8259,18225,43651,72051,100877,136103,190148,122,249370,346283,477468
10477750000,915,6343,11576,31291,67426,99343,141961,192831,28,263862,367803,504744
10477760000,426,2521,9383,21914,49631,103638,151373,224077,41,357176,531042,702298
10477780000,420,1852,6589,14526,31694,99515,142074,181662,35,294411,453250,601182
10477800000,393,1624,5145,20314,56962,86319,126675,159169,109,214716,319748,493820
10477810000,466,2100,5783,21898,58106,80811,115736,148587,77,210954,302624,458162
10477820000,713,2013,7644,20823,51998,118933,157018,226721,53,364073,548527,717732
10477830000,945,2342,8643,20163,49158,117050,152099,224086,29,357535,538801,681414
10477840000,590,2267,6715,14566,40692,92276,132779,164006,29,221318,370709,561337
10477850000,576,1574,4596,14031,28860,85905,129521,163151,56,220891,399236,559700
10477860000,801,1091,3878,7151,10649,35212,86983,134118,27,202728,314146,822708
10477870000,761,1010,3361,6756,9235,44176,90141,134003,74,202904,318282,842464
10477880000,70,336,2030,2359,4499,6152,8558,16085,69,61805,101040,159158
10477890000,943,3145,14078,44931,73394,108949,166616,257777,139,472678,1027947,1607123
10477920000,184,466,4026,26813,55252,78491,138057,278475,14,431847,591527,810166
10477940000,2113,20090,39031,58225,80395,124906,202139,375815,15,535727,723680,961898
10477950000,3231,29320,41773,58618,79695,121534,196526,363492,280,515304,719626,1260625
10477960000,16634,26200,41391,58384,86403,127085,212274,375573,43,566753,742832,1095491
10477970000,3469,25337,39525,58241,83805,128767,211900,388640,24,544225,754478,1248317
10477980000,2723,21762,37893,58846,85784,133325,210736,376209,9,566164,734195,1037999
10477990000,7556,31784,45514,62203,87228,124635,197132,322831,75,463537,705080,1346335
10478010000,3803,29452,42544,60093,83412,131450,205244,374073,570,535385,711118,1258198
10478020000,2126,4160,35612,56277,83281,126459,191872,375145,3,539339,735410,980136
10478030000,3200,28591,43285,62579,82920,128035,210903,384702,649,536651,757405,1288551
10478060000,5667,26294,41923,57459,88549,136737,201590,299525,101,478789,1077488,1669025
10478070000,730,26423,29363,56162,84276,119716,180915,274405,7,421344,931478,1548668
10478100000,8718,32853,48368,65784,95463,144166,229986,385676,827,560874,839192,1524529
10478110000,7711,31048,46714,59699,87205,125096,193207,331551,51,473433,695926,1364061
10478120000,3724,30228,45756,60413,82671,127816,209050,367008,194,515392,737570,1354636
10478130000,3652,29507,42437,59659,80086,118383,195951,368966,56,516966,726219,1269760
10478140000,9290,25432,53319,71473,101204,161457,235936,330830,32,541852,1203275,1603269
10478150000,9059,22585,48718,61912,89867,133077,190167,280142,44,450401,990238,1236902
10478160000,9120,22780,48488,62908,90741,135623,195560,292122,371,457248,1009586,1272222
10478170000,13100,28911,54519,75072,112526,155021,226351,369283,60,570660,871310,1564441
10478190000,16711,28749,54452,75948,113454,157077,233807,380655,11,577618,866141,1593178
10478200000,17423,42941,55566,79893,127246,187017,265622,419774,796,1024249,1299097,1823568
10478210000,9310,24478,53030,70093,95775,149620,213066,306162,374,474258,1079241,1384212
10478220000,6703,18858,31327,66920,95975,135131,212821,344893,0,491097,698786,1370407
10478230000,6969,20869,31374,62368,97330,134770,208941,342292,452,479820,701180,1378401
10478240000,5276,14367,31150,63040,92246,134816,208228,305712,5,468003,681006,1290408
10478250000,1225,10800,27567,51565,75117,119828,173840,250243,8,420637,621988,996621
10478260000,1909,12318,28247,53421,81253,128963,184122,278108,9,448592,688491,1122449
10478270000,18102,23157,51346,89612,140446,210512,302250,645558,3,1340720,1803192,2217525
10478280000,1558,13023,25887,48921,72160,111107,163932,243986,6,405188,606552,989909
10478290000,3043,26316,41177,58763,82194,127049,200667,374496,11,546807,743184,1214701
10478300000,2868,26440,39867,57138,84479,127660,211574,383058,353,564241,742418,1132598
10478310000,6947,19265,32227,63574,94961,137501,216706,348057,85,509041,705527,1386693
10478320000,6830,20964,31871,62468,94349,132657,203466,339479,201,494355,692315,1376316
10478330000,6695,17340,30538,57465,87835,127786,206515,331392,26,476005,676382,1311802
10478340000,6861,23107,32325,61454,93812,137609,215483,354106,1210,528320,754495,1398842
10478350000,6854,21018,32173,62922,95296,136933,206472,349862,1261,514067,719758,1386196
10478360000,3350,14207,38668,61419,88157,145866,239475,407587,31,573656,1099058,1702222
10478380000,8156,34151,54023,80488,122236,191176,294074,471588,2260,799276,1465540,2042446
10478400000,665,2007,8746,20675,51449,75843,114960,176311,1,314312,473911,719053
10478410000,1410,4120,14213,40093,66272,93509,149998,241655,355,388490,589643,1153357
10478420000,797,3888,12062,37884,58729,84765,131152,219891,262,373753,578884,1077821
10478430000,3801,8683,19689,50384,77045,119099,193627,359811,173,522695,806009,1471661
10478440000,3362,11226,33333,54797,79070,129771,214732,381919,342,543590,851164,1553746
10478450000,7556,20232,52886,78432,119072,184454,298216,465911,936,768049,1415406,2002861
10478460000,628,14275,39973,64827,100173,159638,256448,429503,69,608463,1222528,1812354
10478480000,4777,14188,40920,63060,97199,151875,249901,417832,130,590780,1133495,1736283
10478490000,4879,11895,27065,55325,79469,119916,192752,354423,255,519026,793053,1457459
10478500000,4822,14208,40350,59910,88759,142060,233687,401118,9,563073,1036724,1659642
10478510000,2078,11462,33538,50410,70369,108525,178761,310654,405,467848,660773,1310485
10478520000,6702,15316,41639,61683,90934,147686,246301,408496,147,578644,1111093,1675552
10478540000,6342,15232,40728,61139,90467,144516,229135,404252,126,566849,1050426,1651955
10478550000,6315,15665,41426,62174,90429,144420,234812,403028,464,571032,1062663,1655127
10478560000,776,2050,3725,47177,60035,78925,121366,178738,202,240945,334468,671054
10478610000,779,2183,7364,41834,63601,87422,130995,188357,290,256658,353013,611584
10478620000,743,4981,12789,34806,73241,99109,147285,221849,55,298020,438323,710183
10478630000,2669,8219,19971,60356,85818,119611,180016,252381,88,373485,610780,1107994
10478660000,308,1152,4691,13928,41418,80434,112770,159181,29,224351,309322,458309
10478670000,297,970,2877,8002,15719,29917,62525,127580,29,164375,224768,355947
10478680000,400,1633,6616,24038,64248,96740,125569,172487,29,267496,423918,582505
10478690000,524,1820,6031,29108,64631,95878,124076,174472,61,262164,467514,606859
10478700000,654,2163,7900,31070,75399,110102,147799,204882,27,321096,496657,652521
10478710000,595,1793,7026,24608,77111,100952,139127,195742,34,305290,486636,635763
10478720000,724,2348,5512,20965,57803,74428,105748,148003,32,203720,290876,428908
10478730000,629,2691,6640,22577,58445,76805,116961,148668,109,207455,298984,469601
10478740000,678,2715,8327,23744,61421,78432,120895,154281,21,210285,307884,473050
10478750000,670,3208,6154,15061,52724,68835,91957,135436,104,185545,263893,383578
10478760000,808,2190,5782,23630,60312,74307,100586,133122,114,186263,268033,380570
10478770000,803,2970,8266,44014,69621,86158,114359,159262,50,248058,373096,572867
10478780000,931,3365,20190,52334,65539,92506,124781,176317,37,266858,406342,655422
10478790000,437,2403,18691,51101,62840,81480,115750,165945,36,238362,341295,626988
10478800000,373,1315,3130,16674,46228,61065,78386,107473,122,141773,212144,351666
10478810000,808,1887,4740,16033,48617,62154,82108,112517,55,148869,223978,346194
10478820000,635,2348,3926,11061,34057,63380,79142,98525,82,155032,220980,306336
10478830000,731,2224,7011,22400,61286,78139,98651,133903,50,192006,288371,447630
10478840000,356,1934,14404,49291,63669,91992,128568,186646,36,307152,467830,665475
10478850000,3215,9380,23613,59605,88918,129373,187244,257750,45,375847,613098,1153983
10478860000,671,4563,11704,43937,63977,91958,135159,180998,113,249201,350892,517614
10478870000,1035,4670,11723,43265,68855,99352,140745,207216,234,296388,488151,673627
10478880000,474,3444,9353,41975,49265,82991,124144,164239,127,237071,331386,509411
10478890000,779,3936,10018,44595,66513,89762,117033,166269,21,250694,352227,513958
10478900000,435,1658,4813,12774,24824,69044,117134,158161,35,215264,304813,502542
10478910000,771,3036,7276,15898,49795,95639,138900,174742,53,240468,384893,599474
10478920000,742,2655,6653,14403,36702,74969,107832,142951,97,193894,269744,420746
10478930000,963,3469,10246,28362,57888,83697,129153,185091,24,250352,363081,533773
10478940000,680,3038,7760,16040,43662,79418,117552,156639,76,215074,311866,482663
10478950000,1369,4935,12861,48772,71385,104086,150449,209642,51,300734,416932,812409
10478960000,1035,4146,14090,51524,70836,99581,146103,200243,76,295664,412424,786220
10478970000,1115,4801,10875,41501,67598,91625,140805,199301,58,283053,409009,685739
10478980000,446,3284,8348,29286,60179,82201,123793,162986,144,224861,331788,490822
10478990000,931,3381,8206,23784,58415,73607,102968,139482,34,196255,294160,417056
10479000000,1039,2572,5869,11603,44227,64259,77731,112455,32,164619,218020,304576
10479010000,536,2170,7264,18136,57284,77082,117672,159123,102,226639,323024,451359
10479020000,450,2319,7476,20316,57032,78056,117358,151118,72,221162,316946,447452
10479030000,1077,2272,7402,19130,43907,72358,100307,140105,90,195431,293078,437103
10479040000,1031,2093,6569,14221,42835,69130,96041,141865,124,189877,283055,408694
10479050000,1278,2578,6781,22461,55143,66609,84302,123266,37,177557,252048,362612
10479060000,1030,3314,6000,22041,56504,67526,93562,139731,80,199643,279872,410626
10479070000,1176,2856,6874,21413,55122,67964,82723,122016,69,174222,239324,335768
10479080000,679,1966,5541,40477,57791,69215,91037,136592,111,197184,279412,433179
10479090000,1183,2684,6611,25824,56640,66265,80916,115889,31,171333,236551,329392
10479100000,1147,3112,6233,24306,54721,67264,83835,113087,89,167609,240022,364654
10479110000,868,2642,6342,21604,55614,68733,87990,123180,0,175940,251234,390512
10479120000,1200,3378,7356,26672,58470,68271,90695,129881,34,180702,259095,410826
10479130000,713,3105,8072,25183,58636,75229,114984,150914,37,210018,310057,429741
10479140000,1594,4911,21288,51504,72375,105972,160921,229709,270,317606,463565,1048932
10479150000,479,2041,8079,41196,61370,83676,126504,181339,128,246518,361836,552294
10479160000,1153,3180,8037,36247,61807,82678,120646,163103,41,221757,326082,485853
10479170000,1746,3583,7703,29345,60064,69115,90762,130931,99,182383,267878,430507
10479180000,617,2196,4842,24135,53241,65927,81475,117087,103,172533,254162,397912
10479190000,576,2952,6779,26758,57528,67607,83090,119476,44,182647,260309,408900
10479200000,759,2181,6400,33842,60815,80251,125901,162340,135,233311,340746,501883
10479210000,476,1527,5590,27884,58913,79682,126162,164554,61,234287,344980,506771
10479220000,878,2661,6775,31540,60863,78948,120008,163420,99,224437,335330,487506
10479230000,508,1552,4937,40549,59310,71390,107875,147542,29,200004,299169,453704
10479260000,679,3420,30081,50223,58689,75022,105252,158230,19,224118,321908,548485
10479270000,420,1918,31440,48628,60200,71461,103330,158254,0,221838,313769,611350
10479290000,546,2123,9748,24831,56950,66398,87330,131372,29,177755,257305,397875
10479300000,790,1769,5797,26212,57679,67055,84952,133273,148,191347,263206,417390
10479310000,620,1860,4990,16880,47954,65122,85620,117784,144,156438,228988,372838
10479320000,1382,3622,6743,25792,60126,70639,97866,140778,29,184700,273552,427109
10479340000,427,2933,9748,40930,63068,90919,134919,191399,117,280753,408254,717588
10479350000,578,1499,6839,46570,61005,81986,126519,163413,138,236355,344123,505506
10479360000,784,5145,22233,53080,77312,116746,172848,246417,20,333407,478752,1104511
10479370000,481,4283,15030,55371,69597,105597,149428,219730,3,311520,451841,987288
10479380000,578,1238,4572,25299,57950,70447,105021,147530,61,196867,292107,447649
10479390000,487,1333,4669,42620,58526,69202,97061,150549,29,199714,297114,448098
10479400000,491,2320,5806,43841,56613,66623,92638,128319,135,178018,253329,393579
10479410000,248,858,3434,18279,47510,64057,83767,113380,45,176896,238675,392864
10479420000,396,1648,6277,40949,56568,69314,93798,131788,35,188333,266853,411057
10479430000,378,1040,3563,17463,52876,62014,78402,108903,83,156521,221329,331560
10479440000,457,2509,20709,52420,68149,90202,139266,206310,43,320287,498058,762529
10479450000,460,1686,34041,48013,59131,68552,93124,150823,35,219074,297556,561224
10479460000,276,1616,19175,48174,60996,84379,112244,163659,19,236578,333925,611192
10479470000,256,715,10945,43386,55895,68619,102860,158697,19,282071,421252,625191
10479480000,182,619,10302,44550,57687,72837,102884,162600,19,270068,410287,615335
10479490000,479,3264,20930,50633,68939,89557,132253,198061,129,309385,479203,726925
10479500000,303,1268,13100,39594,61599,82624,132588,205802,0,283496,416674,1103324
10479510000,1844,7572,16390,56568,79941,120935,166250,251076,98,380033,569976,938554
10479520000,845,2794,9391,24180,67119,98893,149897,196685,88,287199,409261,639659
10479561000,1146,3859,14648,32801,91960,135778,182977,284000,109,486420,658843,994399
10479562000,1934,5159,12257,27506,51979,110056,164954,216067,88,327059,520735,668110
10479570000,928,6262,14536,51986,76751,102829,169689,233165,161,338249,530441,916640
10479580000,1303,4438,10191,22616,71227,107107,154358,210990,51,312192,478828,647680
10479590000,2334,9171,23864,59103,88009,130149,193531,270094,151,392826,641309,1209912
10479600000,1051,4271,9291,21354,43809,80490,124394,173429,58,247870,355325,514232
10479610000,2025,6291,11901,26361,61649,124462,169838,237784,117,369323,547605,679246
10479620000,2091,6438,11490,21148,64694,113372,153004,214685,139,296368,499490,586411
10479640000,704,3546,14043,68209,94594,140425,200719,294410,0,422291,599401,865034
10479650000,1193,1958,5855,26369,74917,102400,155404,225659,95,319026,415282,597337
10479660000,1396,5855,12013,23158,55968,111253,152881,217284,212,299084,433555,576492
10479670000,1292,4666,9924,25138,61911,84989,135448,186490,233,264946,376871,539039
10479680000,1203,3994,10487,46667,69450,102499,161309,217056,22,309287,453127,658972
10479690000,1547,5409,12780,47630,68110,90113,126607,187651,0,266489,382142,661905
10479702000,1503,6209,19628,52997,73444,108428,160101,222255,44,326302,450933,958232
10479710000,2169,7751,28392,54885,79752,133516,198290,283474,299,395130,637477,1280732
10479720000,685,15946,55418,80895,116951,181728,266356,384853,15,559500,1108302,1695688
10479730000,520,3808,43691,70609,99156,149057,216675,306060,30,471447,691433,1370977
10479740000,1106,12924,55692,87882,124150,193900,277048,393842,26,566522,1075760,1711353
10479750000,2486,21740,55381,86666,122191,193720,276128,399911,39,601609,1235760,1816827
10479760000,1344,14131,52163,73040,109406,166917,238217,355055,30,533744,1051495,1666978
10479770000,121,1009,7644,45147,63945,92361,140028,203164,26,300035,415473,728216
10479780000,138,2686,12466,49661,67255,99486,157098,225968,52,328274,457536,962482
10479790000,285,3802,32714,58458,72258,102363,168057,233386,26,342376,488392,1132734
10479800000,2323,9393,51813,64250,86324,138687,198731,282142,56,415170,961990,1634477
10479810000,157,4827,36538,58720,73843,108330,171469,237717,13,345737,508196,1179327
10479820000,234,4267,18327,57084,72300,98474,165059,236393,58,342702,481349,1118477
10479830000,338,13901,48518,64450,93002,149961,204554,312931,46,488120,1031205,1617051
10479840000,138,2136,9453,46863,64993,88888,144311,197970,59,298468,413346,819944
10479850000,2146,25748,56301,71350,112320,163134,240357,356068,15,550771,1193836,1755970
10479860000,1179,12474,51489,66620,97095,150062,209477,319189,23,494168,1006098,1618358
10479870000,2067,41346,61227,85044,132223,183556,273632,387077,31,615210,1252445,1844629
10479880000,462,32215,47566,65125,102635,154965,230280,335102,13,533872,1162988,1730839
10479890000,235,2764,15423,48710,68021,94025,154125,216725,71,311707,434049,964299
10479900000,170,1037,14700,54073,74478,113155,164385,241703,23,391466,584305,1161384
10479910000,142,4591,18844,51297,72560,100579,162541,233151,2,332412,486860,1109296
10479920000,2164,20047,51192,73558,119019,165206,244441,366034,21,564505,1200047,1779546
10479930000,124,1033,10245,52788,72500,105189,142862,218441,32,344654,525764,740698
10479940000,293,17156,49201,66916,103497,158234,230551,356743,11,543286,1118150,1694211
10479950000,2660,6594,10497,13171,46820,84061,117461,164364,1262,232591,313570,429396
10479960000,1949,7833,30787,82803,112134,161129,241955,340617,270,487937,695401,1299384
10479970000,646,8014,32038,68235,96667,131410,198729,284469,30,441289,652742,1271457
10479981000,2085,6234,13428,23430,65246,85946,129783,175228,391,247582,341632,461425
10479982000,992,6824,13604,39260,68356,94552,129894,168513,84,225765,320172,429011
10479990000,1247,3105,15814,59249,78283,109477,153056,235086,507,327881,457367,811439
10480002000,1193,5445,26983,60415,81696,120966,179951,273553,539,421182,629172,1253459
10480010000,1372,2690,15705,61968,75970,108882,153883,222216,74,310533,429165,795304
10480020000,383,2389,9715,50255,73555,105145,139576,205352,160,332764,477753,687344
10480030000,804,19343,53430,77371,117332,166875,246951,355754,28,547597,1099994,1710012
10480040000,322,1226,4206,30818,71306,102567,139304,206166,21,287877,393698,576344
10480050000,326,2516,9780,55875,81591,118078,150517,222865,63,337659,497476,693937
10480060000,2078,41240,61423,90587,133643,196935,287255,406793,14,681661,1345716,1900817
10480070000,605,18237,53202,76928,116462,163474,247369,357355,44,542687,1109263,1727450
10480080000,536,3607,50094,68387,102482,150912,214624,315345,0,493828,915372,1534093
10480100000,1607,3840,23145,60505,84647,118428,157998,232639,39,362389,532961,744598
10480110000,643,19855,52777,77172,113872,166232,238126,351856,51,552366,1152884,1737617
10480120000,800,4043,23101,57835,82182,119365,174803,253303,21,387511,567422,1082050
10480180000,1178,3032,15490,38134,69250,88655,133655,180181,0,247649,355656,649379
10480220000,491,2464,27819,60483,78661,115999,168047,231008,108,370486,566018,1183172
10480230000,977,12893,40290,57019,79590,122125,179085,267503,177,398475,832919,1473749
10480240000,633,41005,53941,75539,125411,174547,267456,385544,36,668365,1342711,1868593
10480250000,985,42334,53415,82475,131629,188913,282465,412397,122,768659,1470666,1977018
10480260000,7675,43731,55334,88396,144667,203441,293932,477674,61,1055038,1690779,2126139
10480270000,536,7717,45037,57826,94781,147291,208299,312267,63,483730,1022723,1597441
10480280000,4754,42477,54690,82550,133333,195829,283510,442623,35,926086,1602819,2094325
10480290000,675,38173,45795,64166,101904,164947,239362,344317,76,633196,1294998,1863454
10480300000,29691,42674,57692,97184,155130,228811,323551,639906,83,1394270,1874274,2259685
10480310000,795,36857,43941,61167,100413,156678,232315,348440,81,564763,1230479,1805365
10480320000,427,17233,41990,55149,84917,141249,212029,306610,51,541305,1174273,1751055
10480331000,7456,41101,54270,82342,133900,204446,290002,463792,180,1057920,1722477,2168461
10480332000,15744,40292,53900,93444,145539,220421,316213,675806,222,1410794,1865472,2272130
10480340000,329,10153,33600,55071,85691,140815,211482,306786,82,497900,1089002,1701269
10480350000,374,28759,37635,57808,94740,155023,226620,332881,107,552496,1209755,1783879
10480361000,28190,38707,48495,79065,127116,198500,308682,519218,47,1240413,1777707,2190875
10480362000,431,28752,40766,51036,80967,134016,210597,304287,31,503157,1152441,1720346
10480370000,722,38028,46947,72387,122838,180016,263535,381377,27,701139,1426282,1928456
10480380000,400,24732,36030,56123,89838,149110,219331,320030,154,516771,1137691,1741535
10480390000,528,36575,41784,62427,103685,160361,250331,355945,97,731742,1419822,1935324
10480400000,548,10046,34995,47786,75738,119744,180023,270175,161,434171,970167,1571218
10480410000,400,9579,34415,48263,73787,119975,174153,270049,34,430322,926657,1521646
10480420000,654,8383,37284,54436,79185,121144,175063,276316,68,433928,929191,1551310
