"location","Cal_15","Cal_30","Cal_45","Cal_60"
"BUSBY",3237.85777385159,57840.3489399293,195214.990061837,638002.192579505
"MILLER",5237.75137924898,68772.9124399359,226760.428368037,729451.12208578
"CASULA",1842.43593779513,55323.4619404395,182402.369073853,659343.690990367
"CARTWRIGHT",12157.6303946883,92845.0675027665,298997.375507193,1385126.9863519
"HECKENBERG",2297.9619047619,55872.6073015873,147548.871746032,469749.564761905
"SADLEIR",2968.83953630262,60734.2077486272,158827.465527761,522872.305064063
"LURNEA",7317.00010960105,72888.3940157826,212327.89270057,756358.31039018
"ASHCROFT",2118.24027889515,56979.493429874,137795.261732368,448070.449986592
"LIVERPOOL",18812.403403176,89031.1034959211,328148.681184108,1398380.56368179
"MOOREBANK",2427.47106524143,43808.1893352992,205158.627923168,1243807.32202973
"WARWICK FARM",11942.6734693878,74208.8014001717,329913.221319596,1181325.00138696
"WATTLE GROVE",1012.14731805591,5388.80622009569,56472.6789221858,206406.958196928
"CHIPPING NORTON",2311.77263397948,50216.5541619156,204828.201938426,1374956.91619156
"HOLSWORTHY",1365.81803600071,11759.9278203529,138703.260381394,741874.895027624
"HAMMONDVILLE",1754.9900918318,6417.55050749154,33131.3211696472,187964.730062832
"MOUNT PRITCHARD",1591.38405797101,61062.2173913043,173217.097826087,659217.817028985
"PRESTONS",1719.42505609574,39770.2608077786,152954.726252805,403064.515931189
"VOYAGER POINT",196.593533487298,4455.35623556582,40949.6449191686,559195.32448037
"PLEASURE POINT",265.548561151079,1209.53956834532,12875.131294964,202797.206834532
"WEST HOXTON",1997.46128342246,42528.8572192513,165661.991229947,381174.865989305
"CECIL HILLS",872.469248291572,10755.2092634776,79813.5257403189,314810.552012149
"HOXTON PARK",2933.95754055678,59321.1650310435,198634.924894853,484000.146805528
"HINCHINBROOK",2140.14199424736,46579.8200383509,181270.156759348,533491.847459252
"GREEN VALLEY",2351.21685689201,34876.2198419666,171339.843459175,528468.600175593
"HORNINGSEA PARK",2696.92213005084,24572.3366336634,125518.198554991,291088.738827937
"MIDDLETON GRANGE",2645.1553970986,61031.9997541185,217332.976395377,538548.493607081
"DENHAM COURT",127.362700421941,793.78194092827,5325.63443037975,48450.3821097046
"EDMONDSON PARK",742.715866623127,15345.8946337216,100769.067740648,257657.513878306
"LUDDENHAM",2352.89230769231,6245.83916083916,8943.5048951049,12914.2195804196
"CARNES HILL",2218.21729776248,39534.4733218589,155931.929001721,370701.271084337
"ELIZABETH HILLS",1038.58492607285,15884.5791561486,110250.93292463,319838.870897944
"CECIL PARK",323,323,323,323
"LEN WATERS ESTATE",NA,NA,NA,NA
"LEPPINGTON",136.547309833024,5700.69944341373,44231.6159554731,235234.688311688
"ROSSMORE",4705.08686288586,70643.2292072608,216423.099374423,543513.786483438
"BRINGELLY",2372.23635072772,26970.2223642173,80465.4545970891,235006.695562655
"GREENDALE",108.333333333333,442.083333333333,913.333333333333,1587.66666666667
"BADGERYS CREEK",2672.484,59743.068,194497.848,642853.18
"KEMPS CREEK",4655.47432561092,74786.2700095208,233103.7850841,636309.510377658
"WALLACIA",16.1327433628319,206.529203539823,3450.96637168142,18270.0247787611
"AUSTRAL",10748.1032147081,77834.9104397377,238832.757261124,488835.523031318
"SILVERDALE",0.206896551724138,12.3448275862069,138.206896551724,671.068965517241
