"location","Cal_15","Cal_30","Cal_45","Cal_60"
"BUSBY",3237.85777385159,58706.1309628975,194559.09540636,636884.07729682
"MILLER",5237.75137924898,69520.0453817405,226175.116212849,728317.288663463
"CASULA",1842.43593779513,55328.1358055783,183163.292136246,658638.804759806
"CARTWRIGHT",12151.7432681667,93642.9771302103,298091.913684987,1383993.42309111
"HECKENBERG",2297.9619047619,55869.6295238095,148071.054920635,468718.139365079
"SADLEIR",2968.83953630262,60801.3755338621,158442.751982916,522172.59609518
"LURNEA",7317.00010960105,73274.9522139413,212305.333187199,755237.600284963
"ASHCROFT",2118.24027889515,56979.493429874,139052.206221507,448416.44355055
"LIVERPOOL",18812.403403176,89157.0303219579,328680.735354797,1397315.04801923
"MOOREBANK",2427.47106524143,43808.1893352992,205500.402219765,1243598.13142483
"WARWICK FARM",11942.6734693878,74208.8014001717,330962.059903573,1180748.07991546
"WATTLE GROVE",1012.14731805591,5388.80622009569,56472.6789221858,207430.955930496
"CHIPPING NORTON",2311.77263397948,50216.5541619156,205860.219612315,1374593.61265678
"HOLSWORTHY",1365.81803600071,11759.9278203529,138700.895205846,741794.709320977
"HAMMONDVILLE",1754.9900918318,6417.55050749154,33131.3211696472,188187.091106815
"MOUNT PRITCHARD",1591.38405797101,61062.2173913043,173891.266304348,659042.35326087
"PRESTONS",1719.42505609574,39832.6855646971,153320.621017203,401992.08474196
"VOYAGER POINT",196.593533487298,4455.35623556582,40949.6449191686,559127.520785219
"PLEASURE POINT",265.548561151079,1209.53956834532,12875.131294964,202797.206834532
"WEST HOXTON",2045.38737967914,42813.8437433155,164802.208235294,380041.843529412
"CECIL HILLS",872.469248291572,10732.1741837509,80579.1296886864,313818.13151101
"HOXTON PARK",2964.71119567394,60353.7564590427,197596.020028039,482866.706989786
"HINCHINBROOK",2140.14199424736,47473.5050814957,181020.668839885,532362.173441994
"GREEN VALLEY",2351.21685689201,35212.5732221247,171193.009394205,527355.229499561
"HORNINGSEA PARK",2696.92213005084,24571.2386941397,125357.621889216,289956.413165641
"MIDDLETON GRANGE",3008.8974674207,61515.8956233096,216253.996065896,537414.36255225
"DENHAM COURT",127.362700421941,793.78194092827,5325.63443037975,48662.9534177215
"EDMONDSON PARK",742.715866623127,15330.4333659882,101060.076775153,256767.267805958
"LUDDENHAM",2352.89230769231,6245.83916083916,8944.75664335664,12922.8811188811
"CARNES HILL",2218.21729776248,39430.3696213425,155327.545611015,369566.925129088
"ELIZABETH HILLS",1038.58492607285,16242.5658131987,110589.479264335,318777.549945907
"CECIL PARK",323,323,323,323
"LEN WATERS ESTATE",NA,NA,NA,NA
"LEPPINGTON",136.547309833024,5700.69944341373,44554.1762523191,234158.601113173
"ROSSMORE",6539.30560928433,75121.3130048925,227064.828080555,577890.351689612
"BRINGELLY",2372.55122470714,27105.5682641108,80141.1573304934,234375.409797657
"GREENDALE",108.333333333333,442.083333333333,913.333333333333,1587.66666666667
"BADGERYS CREEK",4230.94545454545,63417.6818181818,192095.990909091,634460.845454545
"KEMPS CREEK",6561.32871791034,79620.9571888332,243318.18052541,670075.129780705
"WALLACIA",16.1327433628319,206.529203539823,3450.96637168142,18270.0247787611
"AUSTRAL",14261.5892775136,85641.1049582982,249362.049494097,507589.637393894
"SILVERDALE",0.206896551724138,12.3448275862069,138.206896551724,671.068965517241
