"location","Cal_15","Cal_30","Cal_45","Cal_60"
"BUSBY",3237.85777385159,56543.375,196829.597614841,640658.251545936
"MILLER",5238.39811354334,67327.8782701548,227584.944296138,731684.270510767
"CASULA",1838.14883838066,55839.7001196248,187389.082100359,668282.528615501
"CARTWRIGHT",12175.968646256,91380.8140907414,301165.400959056,1388421.76134268
"HECKENBERG",2297.9619047619,55869.3742857143,144457.188253968,471182.86984127
"SADLEIR",2968.83953630262,60536.7513727883,159074.74100061,525116.920073215
"LURNEA",7315.63469969312,73367.1452213941,216832.365409908,767223.593051293
"ASHCROFT",2118.24027889515,56979.493429874,134542.959774739,448436.890050952
"LIVERPOOL",18812.0071356917,88732.3109988076,328417.871500767,1401048.18374879
"MOOREBANK",2427.47106524143,43797.1965024368,204392.132039153,1244440.56284556
"WARWICK FARM",11942.6734693878,74095.1203355129,328337.913149726,1183329.03447593
"WATTLE GROVE",1012.14731805591,5388.80622009569,56466.2338201964,205514.284437169
"CHIPPING NORTON",2311.77263397948,50215.259977195,203342.662941847,1375734.06647662
"HOLSWORTHY",1365.81803600071,11747.6458741757,139776.445375156,743249.671003386
"HAMMONDVILLE",1754.9900918318,6417.55050749154,33131.3211696472,187670.47341711
"MOUNT PRITCHARD",1591.38405797101,61062.2173913043,172117.240942029,659483.632246377
"PRESTONS",1723.98780852655,42672.3235602094,161166.753103964,414950.931338818
"VOYAGER POINT",196.593533487298,4455.35623556582,41017.8504618938,560247.24595843
"PLEASURE POINT",265.548561151079,1209.53956834532,12875.131294964,202797.206834532
"WEST HOXTON",2156.15112299465,47250.0064171123,174509.961497326,399275.704171123
"CECIL HILLS",872.469248291572,10698.6255125285,79499.4107820805,317472.181017464
"HOXTON PARK",2915.94512317244,60997.7186060485,202163.254356099,490869.185259363
"HINCHINBROOK",2140.43192713327,45597.8573346117,181934.76970278,536530.925023969
"GREEN VALLEY",2351.21685689201,34225.2273046532,170266.821861282,530904.979806848
"HORNINGSEA PARK",2696.92213005084,31257.4749799304,134321.075729195,307570.446347337
"MIDDLETON GRANGE",2402.39316449471,63484.2113351365,220615.036021638,542782.793582493
"DENHAM COURT",127.362700421941,793.78194092827,5325.63443037975,50762.0286919831
"EDMONDSON PARK",742.715866623127,16141.5918870868,109704.277420993,266903.234244041
"LUDDENHAM",2352.6979020979,6246.39160839161,8936.62797202797,12883.5804195804
"CARNES HILL",2231.13123924268,47357.563253012,166514.078743546,392739.571428571
"ELIZABETH HILLS",1038.58492607285,15486.8719798053,108954.306527227,322280.126217093
"CECIL PARK",323,323,323,323
"LEN WATERS ESTATE",NA,NA,NA,NA
"LEPPINGTON",136.547309833024,5737.9387755102,47548.8218923933,236851.968460111
"BRINGELLY",2365.02151224707,27270.736599219,82062.1975860845,236939.787788427
"GREENDALE",108.083333333333,441.75,912.416666666667,1586.16666666667
"BADGERYS CREEK",2118.08020050125,72326.5864661654,217417.027568922,626685.781954887
"KEMPS CREEK",3660.06034204582,80205.4669248144,240686.455146822,649109.044046467
"WALLACIA",15.9858407079646,206.176991150442,3453.23362831858,18274.7469026549
"AUSTRAL",8467.04497776286,71268.73231518,230631.905569075,461475.422463707
"ROSSMORE",3667.43505358364,76780.2177548073,215296.398267082,520900.49220947
"SILVERDALE",0.206896551724138,12.3448275862069,137.551724137931,669.103448275862
