"location","Cal_15","Cal_30","Cal_45","Cal_60"
"BUSBY",3237.85777385159,57600.3244257951,194265.717977032,636138.050132509
"MILLER",5238.76365901406,68761.0695853355,225601.456842855,727945.881473572
"CASULA",1842.43593779513,55995.6226783353,184886.611093622,659003.105647548
"CARTWRIGHT",12140.7174474364,93113.0619697529,297562.974548137,1383733.70638141
"HECKENBERG",2297.9619047619,55868.4384126984,146760.626666667,467975.041904762
"SADLEIR",2968.83953630262,60676.9011592434,158804.399023795,521866.133923124
"LURNEA",7315.72238053485,74081.544169224,213254.131082858,758870.932047348
"ASHCROFT",2118.24027889515,56979.493429874,137232.55993564,447700.19737195
"LIVERPOOL",18812.1454961861,89089.4909431605,328323.919747128,1396830.76149376
"MOOREBANK",2427.47106524143,43808.1893352992,205185.014170455,1242885.69734202
"WARWICK FARM",11942.6734693878,74208.8014001717,331008.193646391,1180314.00013209
"WATTLE GROVE",1012.14731805591,5388.80622009569,56467.1589020398,206325.144547973
"CHIPPING NORTON",2311.77263397948,50216.5541619156,204810.282326112,1374075.16830103
"HOLSWORTHY",1365.81803600071,11759.9278203529,139894.969167706,741404.94065229
"HAMMONDVILLE",1754.9900918318,6417.55050749154,33131.3211696472,187911.45239246
"MOUNT PRITCHARD",1591.38405797101,61062.2173913043,173840.730072464,658367.855072464
"PRESTONS",1722.43754674645,42509.573223635,155078.483844428,403359.054225879
"VOYAGER POINT",196.593533487298,4455.35623556582,41013.8435334873,559247.361431871
"PLEASURE POINT",265.548561151079,1209.53956834532,12875.131294964,202797.206834532
"WEST HOXTON",2229.53914438503,44860.5578609626,165050.984705882,380728.053475936
"CECIL HILLS",872.469248291572,10703.7280182232,80079.5104024298,313823.359149582
"HOXTON PARK",2948.49689565392,60544.0945323453,197091.073502904,483020.773282596
"HINCHINBROOK",2140.74947267498,46821.893767977,180331.658676894,532007.058293384
"GREEN VALLEY",2351.21685689201,34647.4735733099,170256.453380158,526517.651712028
"HORNINGSEA PARK",2696.92213005084,27640.3607171528,126521.309339042,291336.014450094
"MIDDLETON GRANGE",2759.38923039095,62463.3492746496,215713.075362675,536510.338087042
"DENHAM COURT",127.362700421941,793.78194092827,5325.63443037975,50278.0779746835
"EDMONDSON PARK",742.715866623127,16052.7254090926,103379.458800479,257633.498203984
"LUDDENHAM",2351.86293706294,6248.05314685315,8939.05174825175,12874.5538461538
"CARNES HILL",2254.82314974182,43878.4453528399,156184.262908778,370371.453098107
"ELIZABETH HILLS",1038.58492607285,15854.6992426974,109986.402812838,317976.582762351
"CECIL PARK",323,323,323,323
"LEN WATERS ESTATE",NA,NA,NA,NA
"LEPPINGTON",136.547309833024,5740.80333951763,44992.0816326531,233387.925788497
"BRINGELLY",2361.06077387291,26362.7358182464,79548.8778132765,233833.590699326
"GREENDALE",108.083333333333,441.75,912.416666666667,1586.16666666667
"BADGERYS CREEK",4795.63414634146,62434.7682926829,191143.426829268,627827.414634146
"KEMPS CREEK",5179.30665451231,79656.6289881495,244174.699817685,678244.725341841
"WALLACIA",15.9079646017699,206,3453.22300884956,18274.4053097345
"AUSTRAL",11724.2094535021,78437.2764618856,241294.614851234,489000.518358564
"ROSSMORE",4560.86688544765,73980.5428161214,226326.656548046,564362.472977131
"SILVERDALE",0.206896551724138,12.3448275862069,138.206896551724,671.551724137931
