"MB_ID","JobsW10","JobsW15","JobsW20","JobsW25","JobsW30","JobsW35","JobsW40","JobsW45","JobsW5_","JobsW50","JobsW55","JobsW60"
10477210000,825,4803,5899,13771,39877,49338,53396,55733,25,61844,65671,68985
10477220000,1419,18644,29942,41232,46024,49696,58240,61915,4,67088,73603,79567
10477230000,1439,4238,29401,39436,45122,50914,58801,62680,48,68794,74914,79329
10477240000,1321,17611,25648,36576,44096,50697,56046,62959,82,67347,74323,80025
10477250000,1302,3704,6693,7874,13009,27914,52677,58777,513,60905,65384,69742
10477260000,287,686,1062,1515,2101,2920,3869,6233,98,9956,12097,15458
10477270000,12,333,948,1564,2204,2960,3748,4496,4,6866,10801,12371
10477290000,322,878,1382,4168,7074,10085,14535,15442,111,19146,21511,26596
10477300000,542,860,1595,4390,8027,12444,14716,15484,96,19227,22038,28584
10477310000,559,1757,4873,7286,9263,14092,16966,24212,10,51193,62281,65624
10477320000,452,896,1587,3957,6644,10223,12744,14675,180,16498,21271,25682
10477330000,477,1002,1709,3322,6366,8774,10460,13778,36,19168,21897,30648
10477340000,467,1439,3044,4083,5324,6136,10542,11980,153,13428,16175,17199
10477350000,374,1616,3142,4697,5608,9707,11588,12669,35,15788,16915,23550
10477360000,575,1291,2450,3450,4030,5276,5853,9827,25,12011,13493,16233
10477370000,559,1154,2272,3331,4223,5267,5787,9756,0,11914,13432,16108
10477390000,505,1564,2725,4818,9670,10992,12760,15962,213,16956,27069,53267
10477400000,765,1623,2239,4366,9185,11944,15077,19846,91,24351,36483,56653
10477410000,421,1252,2252,4251,8637,11015,17413,21099,146,25485,37849,62493
10477420000,623,1096,2031,3612,6336,9951,12866,14821,328,20756,24613,34027
10477430000,362,1004,1891,3085,3907,4973,5596,7529,204,10895,12499,13702
10477440000,261,937,2281,4179,9267,12998,16352,20727,14,25272,36313,56997
10477450000,569,1014,2427,5785,8463,11306,13702,14281,106,17223,22059,25644
10477460000,268,952,2275,4005,9146,11814,15130,20876,20,24222,35976,56817
10477470000,927,1968,3163,4238,5317,8772,11679,12722,89,15939,17850,23994
10477480000,105,392,738,2133,4057,6600,9418,11262,14,15720,37207,45297
10477490000,286,849,1285,2980,3740,4576,7043,11325,18,13188,14899,16420
10477500000,175,310,533,1214,2450,4176,7511,9649,15,12627,30315,33195
10477510000,1000,2242,2871,3596,4395,5592,8836,11758,277,12917,15961,16686
10477520000,1000,2337,2931,3370,4206,5236,7059,10903,188,12467,13379,17493
10477530000,1309,1789,4037,7319,8557,10094,11656,14916,26,19088,20954,26951
10477540000,1623,2390,2844,3259,4157,5266,8681,11489,89,12476,15477,17548
10477560000,296,453,1123,1588,3763,4405,7870,10014,48,11782,15917,37728
10477570000,282,1077,2052,5326,7762,9303,11586,15047,58,17194,19579,24306
10477580000,759,1256,2622,4845,6126,7409,9292,11591,32,14454,17153,33543
10477590000,1359,1632,2234,2716,3450,4351,5225,8771,335,10843,12458,15493
10477600000,347,1016,3189,4698,7070,8725,10888,12892,37,16850,33684,46026
10477610000,1329,3729,5037,7215,7950,8700,11018,14496,52,17816,19702,37065
10477620000,326,2223,4346,6821,7239,7825,10290,13041,27,14281,17074,36135
10477630000,645,1977,4734,6759,8094,8951,9471,10948,41,13512,18405,23779
10477640000,162,1566,2619,2963,3404,4177,5966,8258,0,13244,15091,17445
10477650000,891,3216,4419,7432,8804,9644,10114,12412,25,15528,20246,25415
10477660000,729,1478,3154,5135,5960,6485,7090,8847,21,11070,13114,16836
10477670000,158,787,813,2078,2729,3040,3600,4271,0,5940,9303,13457
10477680000,760,2000,3656,5974,8740,12099,15847,19595,75,23138,28480,34530
10477690000,672,2074,4146,7757,10510,12517,16022,20757,21,25335,31081,39363
10477700000,529,1675,3741,7572,10250,11826,14127,19044,29,24681,28819,36416
10477710000,883,1961,4421,8397,10641,12204,16098,20505,0,26765,32967,38942
10477720000,1299,2287,3788,6055,8834,15408,19300,23309,66,28821,34178,40327
10477730000,1131,2202,3860,6335,8754,14708,19131,24244,58,28625,34692,40605
10477740000,757,5267,8810,12291,13568,17176,21437,27185,63,31436,41845,57761
10477750000,340,3437,6688,8146,13115,16494,18882,21877,36,28287,32388,45307
10477760000,404,1623,3527,5401,9318,12686,15062,20043,41,23205,28623,35798
10477780000,420,1774,3503,5170,8514,11702,15285,18289,35,22796,26109,33611
10477800000,393,1397,3074,4978,8347,11325,14788,18914,109,23323,26058,36065
10477810000,434,1469,3027,5344,8522,11929,14766,19095,77,22177,26566,43152
10477820000,713,1622,3658,6823,9900,12236,15137,19311,53,22797,30185,36112
10477830000,845,1805,3948,6762,9980,12716,16081,20052,29,23998,30818,37025
10477840000,631,1511,3515,6199,9272,12465,15124,19255,29,21974,30108,35936
10477850000,576,1574,3294,6373,9481,12495,15867,18690,56,22662,29836,36355
10477860000,801,906,3060,4660,6739,7181,7957,10970,27,11996,14762,32171
10477870000,761,912,2503,4095,5326,5804,6546,8885,74,10715,13969,30680
10477880000,70,336,2030,2359,4499,5776,6235,6735,69,7458,9160,11765
10477890000,486,1491,4262,6533,7339,10838,14860,16655,139,18942,26081,29910
10477920000,184,466,1694,6202,26307,41820,52121,56300,14,59120,65573,70388
10477940000,2113,20062,31751,43198,46095,48697,56992,61134,24,67900,73130,79052
10477950000,3144,27435,36664,41979,46542,51110,54354,61839,280,67236,72073,77574
10477960000,16634,24461,34163,42130,46396,51001,56815,62442,43,68435,73073,78748
10477970000,3410,25908,34466,42796,46613,51193,56949,61906,24,68436,72862,78932
10477980000,2723,20023,31955,43214,46266,50984,57157,62148,9,68190,72912,78774
10477990000,7521,29263,37926,41975,44783,52013,53868,57569,75,66047,71654,76622
10478010000,3716,27652,36726,43327,46902,51073,54603,63126,570,67599,72712,79202
10478020000,2098,4135,30093,41363,45944,48103,56214,61127,3,66772,71875,78099
10478030000,3113,26801,38025,42278,46662,51234,56049,62187,649,68408,73252,80527
10478060000,861,2122,13473,40136,45377,49425,53898,58904,101,63688,73366,80391
10478070000,687,10446,23280,42835,46727,49022,54177,58113,7,64647,70279,76792
10478100000,8718,31717,39490,42048,44811,52058,53414,59295,827,67540,72350,77899
10478110000,7711,30304,39039,41911,44492,52108,53697,58395,51,67236,71805,76869
10478120000,3665,28377,39822,42565,47075,52224,54652,64283,194,68384,74125,78717
10478130000,3670,27618,37473,42052,46523,51021,54948,62542,56,67135,72189,77725
10478140000,8872,22235,42030,44741,47534,51683,54445,60225,32,65398,70341,77548
10478150000,9059,21918,40486,42973,45594,49509,52503,57149,44,62300,68727,77804
10478160000,9120,22206,40557,42920,45704,50334,54110,58149,371,62919,70184,79026
10478170000,11949,24243,40954,45309,48984,51906,54491,58917,0,65727,70006,77510
10478190000,15174,23685,41322,44218,48883,51693,54877,59520,1,65279,70210,77609
10478200000,16620,38534,42176,44534,45982,51709,53687,59723,796,65040,70710,81056
10478210000,9108,21921,41697,44603,46471,51157,54207,59548,374,65118,69327,77167
10478220000,6601,17741,25666,45519,48937,51542,55113,59072,0,63477,71276,75796
10478230000,6701,19691,25653,43226,48502,51609,55913,59283,452,62198,68850,76429
10478240000,5276,13230,25825,43082,48557,51980,55101,60061,5,63977,71742,77377
10478250000,1225,10526,24931,42701,46151,51547,54178,59153,8,62234,72039,79376
10478260000,1909,12070,25703,42931,48618,51651,54433,60133,9,63462,73465,80307
10478270000,2635,19440,40355,44485,47106,50859,55231,59128,3,65858,68984,77891
10478280000,1558,10632,24807,42732,48310,51580,54901,59857,6,63793,72094,78801
10478290000,2984,24526,35629,42688,46856,50968,55374,61802,11,67450,72009,78526
10478300000,2868,24612,34759,42454,46477,49124,56677,61321,353,68177,73811,80416
10478310000,6704,18062,26346,43686,49068,51277,55308,59107,85,64374,72036,77681
10478320000,6760,19514,25615,42699,49434,51069,55389,58474,201,61777,68689,72787
10478330000,6695,16262,25457,42516,47477,50272,52743,58213,26,62186,68058,74649
10478340000,6747,21921,39476,42597,48622,50373,56128,59357,1210,62539,68726,73949
10478350000,6723,19582,25758,42821,48766,50506,55910,58741,1261,62997,68819,73946
10478360000,3350,14206,35306,44240,47140,52027,56130,58652,31,63310,66887,72764
10478380000,8156,32602,42381,46092,48046,54031,56740,60946,2260,65525,69324,77290
10478400000,665,1818,8746,18714,42733,47334,50097,55847,1,59514,64880,68280
10478410000,1410,4120,14212,35473,46136,48241,53497,57135,355,59782,65718,69341
10478420000,797,3888,11800,35074,43997,47856,52364,56242,262,59456,65075,69619
10478430000,3801,8683,18338,39619,46740,48508,53900,57305,173,60865,65933,70088
10478440000,3362,11226,32300,42845,46496,49248,55116,58285,342,63455,67043,71741
10478450000,7556,18562,42048,46094,47850,53370,56402,60891,936,64715,68733,76137
10478460000,628,14275,36133,45335,48300,52206,55819,58387,69,63305,67767,72461
10478480000,4777,14188,37783,45191,47391,52378,55665,59735,130,63477,68013,71694
10478490000,5176,11834,24015,43269,47034,50161,55643,57884,255,60354,67259,70928
10478500000,4822,14208,37884,44240,47028,51909,55292,58686,9,63281,67062,72290
10478510000,2078,11462,32512,42212,45509,49230,53582,57210,405,59941,66313,70770
10478520000,6702,15254,38339,44418,47657,52622,56176,58849,147,64102,67691,72315
10478540000,6342,15231,38422,44520,48047,51394,56330,58144,126,64156,67414,71920
10478550000,6315,15586,38434,45108,48051,51602,56222,58926,464,64061,67458,72283
10478560000,776,1791,2347,3555,4969,6730,13838,31059,202,41344,62974,67900
10478610000,779,1728,2723,3703,6985,9711,11336,14037,290,18087,25640,29936
10478620000,609,2044,4727,7367,10159,12719,16050,19589,55,25395,33011,40126
10478630000,538,2257,5149,7994,10262,13843,16136,20734,98,29064,35098,40605
10478660000,271,961,2378,4342,7438,11191,14779,18365,29,22396,26122,39747
10478670000,222,833,2172,4022,6820,10681,14360,17916,29,22268,25273,41151
10478680000,359,1207,3041,4746,8352,11793,15601,20055,29,23363,28319,45758
10478690000,419,1141,2455,4457,8305,11202,15367,19087,61,23576,35294,54197
10478700000,424,1155,2139,4593,7176,10416,13657,18441,27,30177,47471,72783
10478710000,441,1118,2538,4619,7676,11293,15192,18688,34,23926,37254,66884
10478720000,724,1545,3022,5546,8481,11172,15540,19184,32,22696,36136,53818
10478730000,553,1706,3016,5633,8582,12047,16106,19294,109,23091,29012,43884
10478740000,550,1598,3362,5817,8732,12300,15892,19256,21,23194,30221,36912
10478750000,585,1469,2874,5545,8389,12459,15523,18516,104,24642,36225,48332
10478760000,672,1486,3534,6206,8463,11274,16106,20474,114,30978,46540,75311
10478770000,597,1404,2997,5770,8314,11102,14519,20031,50,23969,42006,71613
10478780000,527,1369,2992,5653,7979,10996,14570,19940,37,35044,49340,75696
10478790000,428,1125,2874,4877,7139,10125,15609,33387,63,61898,71077,77703
10478800000,373,881,2085,3929,6404,8565,11488,16461,122,21428,37699,68640
10478810000,390,1275,2532,4546,6962,9571,13564,18867,55,22845,42455,71460
10478820000,635,1503,2923,5435,7978,10476,15252,19099,82,26421,41244,58115
10478830000,576,1396,2994,5514,7822,10431,14319,19930,50,29475,49059,74755
10478840000,344,934,2383,4377,6559,9539,21679,37967,36,61513,68768,74068
10478850000,1559,2988,4787,6370,9095,13662,16494,21451,45,27210,35043,41185
10478860000,681,2087,4229,6820,9869,12509,16095,18630,113,27166,33575,39422
10478870000,1035,2369,3713,5009,7857,12835,17104,21072,234,26971,31985,38305
10478880000,454,2178,4484,6404,9232,12609,15392,18689,127,27158,32550,38868
10478890000,779,2432,4585,6066,9684,12804,17069,23495,21,27387,34245,42136
10478900000,435,1658,3864,6535,9158,12751,15786,18475,35,23719,30929,38035
10478910000,679,1848,4164,7205,10009,12422,15794,18754,53,25612,32836,37664
10478920000,634,1794,3949,6447,9299,12745,15802,18141,97,24794,31069,42649
10478930000,963,2715,4364,6521,9433,13425,17079,23943,24,28788,32846,40900
10478940000,680,2242,4455,6836,9466,13033,15673,19967,76,24954,31936,37486
10478950000,1354,2710,4267,5874,9738,11622,16971,24751,51,29543,33919,41952
10478960000,1005,2117,4076,5439,8615,11848,17748,24285,76,28931,34615,41209
10478970000,1038,2364,4077,6263,9029,11398,19528,26074,58,29108,34551,43246
10478980000,446,1971,3378,5558,8569,10418,15867,22588,144,28438,32392,47593
10478990000,931,2410,4134,6044,9363,12352,16221,21991,34,27724,33726,50143
10479000000,698,1768,3446,5231,8150,11313,15830,19249,32,26401,32967,50874
10479010000,536,2131,4069,6344,9188,12189,15681,20909,102,27009,32597,37495
10479020000,450,2194,3915,6061,8414,11761,14758,20765,72,27148,32639,38400
10479030000,602,1747,4128,6453,8549,12904,15676,19635,90,26979,32569,38274
10479040000,536,1661,3868,6171,8608,13040,15290,20123,124,26794,32117,36959
10479050000,719,1600,3720,5902,8155,12467,15515,18270,37,26528,32407,43214
10479060000,611,1549,2954,5697,8676,12126,16037,19060,117,23674,35914,48425
10479070000,712,1968,3451,5436,8319,11843,15696,21259,69,27948,39248,54484
10479080000,502,1560,2723,4371,6357,10008,13298,18668,111,34803,67136,76233
10479090000,708,1783,3607,5272,7191,10764,15173,20888,31,27423,44400,71474
10479100000,560,1446,3002,4352,6136,9899,12799,17128,89,27396,43952,72127
10479110000,437,1318,3071,4713,6459,9606,13078,19619,0,25871,39877,56263
10479120000,786,1607,3264,4258,6745,10656,13713,21382,34,38396,67877,75468
10479130000,713,2147,3837,5984,8671,11797,16794,23932,37,27535,34485,54396
10479140000,1408,2472,5653,7527,9994,15254,21379,27408,270,31963,39674,61523
10479150000,479,1735,3131,6132,8311,12858,17332,23998,128,29186,41688,58468
10479160000,1153,2180,3732,5666,8164,10568,15374,21862,41,28085,40614,59313
10479170000,781,1623,2439,4089,6579,9630,13904,20428,99,38187,67203,75064
10479180000,617,1558,2985,4146,5836,10325,13381,21496,103,32070,50330,74507
10479190000,504,1498,2341,3704,6456,9388,12979,19230,44,36429,67628,75127
10479200000,526,1644,3056,5878,8142,11462,17427,21908,135,28624,43875,72031
10479210000,476,1238,2882,5787,8023,10984,17354,24214,61,28440,45030,72675
10479220000,712,1697,2930,5098,7328,10567,15644,27147,99,38283,54051,75850
10479230000,508,1127,1851,3492,6732,9775,13116,27955,29,46461,68714,74743
10479260000,513,1189,2005,3242,5908,17959,33631,56888,19,65516,71433,79067
10479270000,420,1267,2336,3641,6436,20018,48549,56724,0,66747,70542,80552
10479290000,565,1022,1995,3312,5463,13229,23658,54009,29,61371,70282,78117
10479300000,502,1506,2698,4318,6471,10272,14019,18331,148,36285,52374,76127
10479310000,620,1076,1986,3101,4707,7544,17764,30451,144,59559,68155,74016
10479320000,593,1648,2396,3793,6636,10055,13996,26766,29,42896,69943,76157
10479340000,485,1774,3756,6585,8473,13433,19154,25323,117,42005,69234,78902
10479350000,578,1136,2945,5248,8316,12569,18255,30298,138,45736,71371,76744
10479360000,551,1955,4331,7343,9383,16029,22007,26311,20,36560,52076,78205
10479370000,350,2011,4377,6758,9740,14841,19095,23726,3,35627,53465,77079
10479380000,578,1037,1849,3369,6503,9232,14258,28171,61,45731,69153,75004
10479390000,487,918,1647,3368,5958,9182,12817,29657,29,47548,68821,75081
10479400000,491,917,1538,2802,4495,8509,15179,35001,135,62673,69459,74863
10479410000,248,620,1156,1918,3752,6795,10715,24759,45,55988,66092,71019
10479420000,396,873,1606,2673,5063,9341,24626,54834,35,63168,70967,75317
10479430000,378,957,1820,3287,5358,8560,22134,51066,83,60277,68652,75120
10479440000,416,1508,2789,4151,16773,30449,53335,58795,43,64508,73840,81371
10479450000,425,1169,2112,3803,5647,17306,47046,57042,35,62989,68693,78575
10479460000,276,847,2099,4099,6400,9334,23637,52384,19,61346,68378,74527
10479470000,256,496,1565,3297,5588,8762,23075,37305,19,59852,66659,72988
10479480000,182,616,1536,3573,6214,18544,46334,54550,19,61921,66573,75131
10479490000,377,1318,2600,4051,15021,29578,51941,58923,129,63939,72908,80394
10479500000,303,1309,2633,4955,20487,32170,54076,59229,0,65750,72559,78858
10479510000,550,2487,4824,7038,10019,14146,16321,20479,88,26606,34123,39344
10479520000,845,2209,5182,7999,10576,14265,18555,22052,88,26154,34352,41004
10479561000,919,1976,4515,7634,9849,13792,18238,22024,109,27443,33745,38856
10479562000,952,2005,4088,5776,8929,13535,17749,22743,88,28413,32591,39534
10479570000,767,2655,4186,5394,7861,13111,15734,23267,161,27836,32988,40154
10479580000,1247,2923,3847,5105,8323,12596,17120,23406,51,28442,33711,40796
10479590000,1421,2966,4293,6642,9496,14030,17921,24544,131,29126,36000,42073
10479600000,1095,2483,3691,4639,8237,10805,14657,21230,58,26123,32288,37844
10479610000,1451,2720,3793,5946,8415,13116,17781,23190,117,28821,34252,39596
10479620000,1806,3102,3594,5696,8034,13872,20015,23119,139,28923,34311,40285
10479640000,704,1594,3941,7197,10664,17362,22962,28809,0,33325,37244,41442
10479650000,1193,1823,3973,6333,9084,15510,19302,25011,95,29645,33748,38420
10479660000,1220,2770,3441,5522,7474,13079,17143,24359,212,28235,32963,39132
10479670000,1343,2793,3843,5017,8528,11343,15041,22136,233,27314,33143,38700
10479680000,1263,1909,3823,6483,9292,12207,18834,23039,22,30667,35864,41013
10479690000,1331,2502,3958,6592,8545,11806,18282,23620,0,28866,34432,40206
10479702000,1439,2657,4533,6971,9539,14431,20483,26302,44,29951,36048,49492
10479710000,1206,2347,5576,7470,9923,17024,23076,27041,299,32376,45007,61065
10479720000,565,2817,7417,8803,13957,19274,23802,28968,15,33754,42185,60300
10479730000,520,1602,5574,10587,12862,17195,21809,26506,30,32288,38508,50644
10479740000,565,3462,6115,10029,12680,17200,23107,27735,26,32824,42461,61099
10479750000,1897,3136,5773,9645,12433,16785,21225,27812,54,32947,48641,65111
10479760000,1210,2121,6218,9858,12481,17292,20541,28004,30,34329,53201,66631
10479770000,121,809,2918,5616,10393,16207,18811,24747,26,30773,42442,59059
10479780000,138,1407,4234,7285,11922,15861,19446,24395,52,31386,46690,62280
10479790000,183,1613,2891,9164,12957,18075,21218,25401,26,32954,47290,63625
10479800000,1247,2154,4155,8883,14586,18157,23694,27312,56,39090,59254,80336
10479810000,157,1706,3350,8173,13313,18431,21362,25792,13,32224,48922,64321
10479820000,157,1538,3188,6371,12364,18282,21499,25229,58,33294,54097,63868
10479830000,228,2230,3739,8585,13296,20961,24006,33005,46,51399,74657,80638
10479840000,138,1338,2791,4914,9711,16787,20656,25470,59,34894,53204,76805
10479850000,1614,2679,4423,11298,14762,18244,22862,27621,15,42338,60315,81357
10479860000,1179,2201,4906,10076,13371,20319,23837,34538,23,53097,74532,81280
10479870000,906,2377,3644,8735,14074,20751,32702,48560,31,67142,76498,83218
10479880000,228,1541,3090,6005,12717,18313,23455,36346,13,51056,70931,79606
10479890000,205,1511,2691,5416,11939,16017,22038,25455,71,37612,56105,77025
10479900000,170,541,2496,5114,9104,15576,22535,33519,23,48931,68563,77298
10479910000,142,1433,3778,5274,12298,17946,21517,25238,2,33362,53886,63435
10479920000,234,803,2714,4167,11398,15551,29444,46001,21,65233,70344,79533
10479930000,124,897,1740,3730,6912,13429,21444,32218,32,47974,68113,74986
10479940000,179,1773,3101,4939,10904,17651,29925,44010,11,66176,72217,81185
10479950000,2660,6594,10317,10481,12743,16175,21619,27139,1262,33064,36834,42345
10479960000,1546,5165,7247,9931,13340,17250,21607,27251,270,32922,40549,59918
10479970000,646,6404,7874,11225,14283,17534,22338,28852,30,35460,48155,65154
10479981000,1988,5052,9859,11571,13283,16680,21092,28495,391,33967,38100,51512
10479982000,849,4544,9112,12133,13717,16519,21144,26417,84,31894,44510,61649
10479990000,1247,2591,5937,9346,12929,16146,20687,24719,507,34250,52196,63913
10480002000,1136,1837,3482,7653,14271,19219,23328,32378,539,49867,59705,80246
10480010000,1372,1926,5563,9410,14446,19353,23263,27815,74,42123,57527,78370
10480020000,383,975,4048,7695,12960,16676,19061,25056,160,43646,56072,74100
10480030000,345,1804,3410,5597,11804,17890,27808,46575,28,52473,70523,78913
10480040000,322,713,2387,7196,12077,16418,18502,24208,21,41978,53225,73010
10480050000,326,1114,2843,7769,11313,17550,19368,29624,63,46054,70612,74855
10480060000,546,2039,3707,7393,9660,19427,38794,48462,14,66919,73735,79925
10480070000,519,2039,3632,6137,11820,18141,28488,47059,44,66375,70835,79486
10480080000,536,1347,3235,6262,9255,15065,29921,46314,0,65328,68888,76885
10480100000,516,1562,3980,7715,12247,17003,21701,35260,39,50976,68609,76750
10480110000,506,1994,3940,6536,10938,18012,32945,47816,51,66800,71985,77740
10480120000,517,1336,3354,6071,12272,15063,29376,46212,21,65437,69558,78216
10480180000,787,1836,4025,6093,9270,15073,29140,44317,0,63280,69038,74136
10480220000,491,1759,4418,6226,10758,24490,39273,61320,108,65629,72945,75542
10480230000,674,1592,3246,13569,27952,48362,53243,58177,177,64567,69855,82173
10480240000,572,1485,3587,6446,12296,25493,42418,62925,36,69600,74624,79665
10480250000,727,2132,3767,6812,10588,27285,43252,63757,122,67817,75239,79716
10480260000,791,1784,4304,7277,15898,30630,41656,61890,166,70818,74657,80508
10480270000,536,1282,2971,6193,15777,31644,41840,63023,63,70090,73944,79350
10480280000,777,1614,4298,7192,11840,31105,42108,63016,35,69637,74455,78883
10480290000,570,1457,3413,6126,15130,31854,53058,58133,113,67039,72580,78944
10480300000,808,2085,4644,10870,26807,48019,52433,59705,68,67658,75286,81345
10480310000,710,1608,3367,10645,22491,48462,55398,64544,81,70018,75873,81406
10480320000,427,1275,2669,6791,25332,33606,51382,58482,51,64807,71062,78225
10480331000,835,1552,4611,7040,15601,31929,53270,60526,135,69628,74001,80712
10480332000,857,2133,4331,13781,29158,48414,52870,58821,192,66053,76356,81512
10480340000,329,1605,9792,23984,30938,47880,53815,56680,82,64764,72061,77426
10480350000,374,1566,7601,23444,44156,48330,53268,57216,107,65035,72385,79487
10480361000,590,2152,5784,21745,44967,50109,54817,58816,46,68491,76717,81349
10480362000,431,1165,2599,8146,23498,46427,51243,58491,31,65647,72781,78822
10480370000,691,2541,4601,21588,31077,48909,54266,62845,27,66564,76229,80477
10480380000,400,1798,10491,26480,30959,48634,54416,57418,154,65186,72221,80264
10480390000,524,1522,3165,9892,26898,47640,54602,62747,97,67548,75221,80468
10480400000,548,1396,2368,7181,27314,48680,53163,56065,161,66645,74416,81187
10480410000,400,1258,2162,5973,26556,48227,52100,55883,34,64910,70929,77325
10480420000,654,1331,2430,11391,26694,48278,53399,57221,68,65310,70959,78938
10480430000,513,1178,2857,5983,9458,21587,40267,63139,0,70032,74729,80261
10480440000,776,1504,9036,21868,45213,49537,53479,57089,75,65212,72223,85119
10480450000,613,1387,11292,24780,45209,48522,52227,59010,70,63101,69292,80243
10480460000,834,2061,14874,39784,45615,49555,52930,59020,29,63826,75308,81482
10480470000,733,1460,7545,24255,45044,49640,52457,58996,243,65535,71347,80122
10480480000,489,9936,22568,43441,46903,49522,52731,58049,3,62737,70340,78794
10480490000,380,8229,23207,43502,45622,49256,54588,57240,114,61913,71653,77583
10480500000,541,1813,9817,26203,31139,49429,54804,62046,81,66977,75831,84025
