"MB_ID","JobsA10","JobsA15","JobsA20","JobsA25","JobsA30","JobsA35","JobsA40","JobsA45","JobsA5_","JobsA50","JobsA55","JobsA60"
10040072,87426,153788,315940,586374,905551,1461435,1885750,2299306,3442,2989363,3934277,4089432
10040073,91244,182061,348983,650206,1045632,1624098,2025006,2490126,15151,3391647,4002725,4119725
10040074,77818,161936,344029,632216,975297,1546250,1953633,2383076,6835,3171682,3981274,4106154
10040075,86054,158047,315199,588509,891122,1367611,1868224,2262904,3113,2801207,3842650,4079236
10040076,86053,160088,325497,597031,888475,1335792,1868411,2265280,3132,2792271,3813268,4077654
10040077,76732,163414,344752,633758,973811,1538179,1952830,2379398,5853,3131090,3980738,4105098
10040078,73503,162253,336615,638666,955923,1528244,1956868,2380539,5454,3078156,3975439,4101222
10040079,86056,160083,325473,597076,888544,1335449,1868472,2265327,2983,2792267,3812901,4077640
10040080,67826,153376,313931,587666,888937,1397399,1884145,2273192,1921,2828565,3873797,4082176
10040081,82146,158047,311076,588034,897814,1370151,1867995,2263231,2855,2801444,3847129,4079236
10040082,85478,156093,309047,559508,863167,1311765,1838172,2246973,3012,2754529,3786019,4073528
10040083,74478,160188,327643,624733,953401,1524567,1942520,2370324,4796,3079166,3972754,4099702
10040084,83803,157375,318018,591601,871888,1324289,1850730,2257174,3056,2772082,3796575,4075509
10040085,88471,149086,307753,570142,869548,1322050,1845187,2248400,2928,2768711,3804525,4073871
10040086,70368,156675,312454,608584,933623,1497874,1920122,2341498,2772,3046260,3957778,4093941
10040087,70804,159254,325241,629530,945005,1512393,1940403,2368477,3847,3061764,3964526,4096640
10040088,67346,155290,317612,612658,925494,1482573,1917177,2328928,2323,2986261,3933144,4092165
10040089,89590,156129,298009,557657,858489,1336938,1826787,2231243,3023,2764322,3809326,4074557
10040090,86143,150949,303458,560446,861996,1364942,1844981,2240045,2408,2794553,3855038,4078115
10040091,67249,153171,306949,593896,911282,1469572,1896999,2314415,1923,2968751,3925721,4089407
10040092,87695,147677,298251,551802,857311,1347453,1831287,2228378,2489,2780375,3841521,4075179
10040093,78456,161813,336874,619975,970205,1539582,1942294,2376310,6797,3165475,3978949,4104815
10040094,80935,165362,344900,631480,985665,1550657,1962714,2385833,7754,3207025,3983270,4107244
10040095,88222,149434,303733,565442,870371,1353409,1839527,2237768,2866,2777881,3830141,4076381
10040096,86471,167830,352265,643083,1015927,1586012,1980097,2449870,10857,3299823,3992357,4112985
10040097,80435,153203,308430,580749,893824,1408963,1866220,2261079,2420,2888064,3888479,4081824
10040098,83764,154346,310851,589790,917166,1423272,1884029,2291373,2971,2913132,3902371,4084482
10040099,64912,153145,312548,591735,907293,1433207,1892736,2299083,1856,2934446,3907955,4086094
10040100,65503,154052,318672,607699,917636,1457585,1903840,2315103,2070,2964120,3918522,4088131
10040101,66718,154231,318390,593586,893317,1414726,1895097,2282177,1865,2890703,3883307,4084141
10040102,74774,159302,317676,604004,939423,1511532,1922785,2356637,4371,3063124,3965556,4096978
10040103,74774,159302,317676,604004,939423,1511532,1922785,2356637,4371,3063124,3965556,4096978
10040104,81263,164660,340115,623810,985107,1550746,1960495,2386034,7488,3208901,3983597,4108081
10040105,76841,160749,332014,612508,960219,1524033,1931004,2367064,5420,3118581,3973172,4102333
10040106,80899,151220,302800,579146,886632,1407882,1856371,2264244,2584,2915305,3895182,4081950
10040107,78282,161057,335167,615784,968981,1539287,1941465,2375646,6396,3165440,3978835,4104733
10040108,93896,155026,301699,570840,885844,1393129,1849096,2252304,4087,2900853,3887927,4080707
10040109,92050,155230,300450,571657,885504,1399580,1849754,2252478,3585,2908576,3888127,4080873
10040110,94348,149409,289294,541897,866163,1326178,1808932,2192416,6709,2754906,3827119,4071808
10040111,93212,146546,288197,531788,851014,1297344,1786830,2174471,7692,2723416,3779750,4068250
10040112,93896,146822,288279,533047,861524,1310534,1796821,2180109,7217,2741203,3809908,4070140
10040113,90166,148051,291501,570244,881222,1399093,1849319,2251933,3007,2907942,3887971,4080815
10040114,91456,156260,300126,574188,892918,1431057,1858241,2272501,3451,2932951,3907261,4084784
10040115,99350,168352,295145,532516,858600,1179716,1740193,2168612,11200,2631989,3602793,4053043
10040116,98485,165824,292786,528462,852395,1179582,1740193,2168612,9526,2631989,3602793,4053043
10040117,100180,160931,291835,520420,849745,1202348,1745398,2164201,10191,2642828,3623775,4054274
10040118,100191,160491,291077,519392,846454,1206946,1745112,2158959,9711,2643403,3630164,4055568
10040119,98630,162477,290315,520236,845792,1194040,1744956,2167132,8917,2639058,3614723,4052881
10040120,98110,162121,297036,535373,846967,1272676,1791234,2199538,6610,2725377,3766148,4067636
10040121,97064,162235,299692,558945,848049,1287437,1804530,2215050,6177,2735012,3780051,4069548
10040122,96901,153181,292280,536739,851773,1297495,1787568,2174471,7511,2723550,3779799,4068285
10040123,95895,148897,288830,532878,852140,1262468,1778468,2167683,8317,2708345,3741648,4065069
10040124,99416,154349,292582,512327,846141,1219516,1755584,2157641,9483,2666658,3705568,4061258
10040125,88102,149629,297328,555453,861227,1363221,1833766,2221455,2609,2843085,3856989,4076351
10040126,100482,168617,295254,526636,856109,1194828,1745400,2167576,11598,2639294,3614879,4053125
10040127,100434,161210,292775,511150,848404,1212432,1751130,2159260,10100,2645161,3673585,4058147
10040128,100971,161892,293187,521885,850402,1207197,1745394,2159610,10737,2643618,3630277,4055709
10040129,100434,161210,292775,511150,848404,1212432,1751130,2159260,10116,2645161,3673585,4058147
10040130,100971,161892,293187,521885,850402,1207197,1745394,2159610,10723,2643618,3630277,4055709
10040131,96771,153821,293690,541098,862862,1310887,1797627,2180268,7062,2741547,3809980,4070201
10040132,94559,154624,296857,547873,870699,1342619,1818698,2205699,5675,2776034,3840496,4074069
10040133,95050,153310,292564,544214,851714,1304729,1792551,2181870,6104,2729342,3795382,4069502
10040134,100353,154817,293088,516569,847665,1215260,1752292,2157169,9711,2651282,3712653,4060613
10040135,100788,165267,294333,524675,853968,1202623,1746003,2164814,11035,2643133,3623965,4054338
10040136,93877,153649,293044,543844,865797,1326735,1810919,2192250,5036,2759907,3828341,4072225
10040137,92206,161918,299910,545225,852109,1270457,1807897,2222587,4110,2717518,3767664,4070242
10040138,94361,162403,299395,540021,850410,1262049,1802298,2219627,4644,2713712,3764156,4068491
10040139,90801,162179,299764,569889,856463,1303600,1827062,2236549,3504,2746294,3782807,4071727
10040140,90792,162745,304282,545810,852693,1260405,1805529,2227679,3588,2696466,3710184,4066902
10040141,99273,154665,293773,545418,849268,1264711,1778392,2176352,8426,2704378,3758139,4065604
10040142,99795,160350,294414,526869,842517,1232913,1773184,2182395,8375,2685533,3736132,4063554
10040143,94891,168991,301543,537034,851496,1156037,1702048,2170364,11381,2615623,3524002,4047763
10040144,88956,155081,306286,553025,854184,1265269,1808881,2231474,3400,2701394,3713578,4067857
10040145,94671,168169,303441,536754,851914,1167054,1727335,2183576,9389,2625150,3560957,4050549
10040146,95426,165859,296499,525338,842207,1177409,1732347,2168791,8170,2633201,3584784,4052149
10040147,95627,167301,301129,533045,843308,1172217,1725872,2179296,8649,2627842,3584524,4052753
10040148,91515,175130,317289,560156,868246,1169633,1720957,2187142,11832,2610988,3485309,4048377
10040149,93533,170416,307308,552173,858866,1173535,1713270,2172740,10553,2621153,3515520,4050423
10040150,95490,165195,290460,524736,842973,1179752,1741186,2169751,7690,2632390,3602919,4053123
10040151,96461,169289,305701,539662,857217,1167239,1727335,2183576,11289,2625150,3560957,4050549
10040152,98488,160178,295859,552168,845313,1271455,1788355,2191244,7435,2716618,3762498,4066984
10040153,99360,159926,290648,515404,844003,1212554,1751645,2160267,9343,2645981,3674197,4058081
10040154,98003,167820,303045,534414,855227,1171120,1725093,2178633,10586,2626562,3583433,4052632
10040155,98439,169499,301214,533239,858205,1178020,1732347,2168791,11770,2633201,3584784,4052149
10040156,97928,166683,298954,529265,852719,1177638,1732347,2168791,10009,2633201,3584784,4052149
10040157,97817,162516,296792,549682,855570,1282444,1802959,2201952,6556,2736289,3784267,4069008
10040158,98557,162244,294441,528966,845373,1239292,1780339,2193575,7395,2695147,3745879,4065102
10040159,99989,163799,292968,523290,851743,1194200,1744956,2167132,10859,2639058,3614723,4052881
10040160,91579,156378,298228,554947,857644,1331902,1823242,2227395,3756,2759517,3811041,4074585
10040161,95133,162234,301120,557934,846600,1291713,1812191,2222041,4727,2740202,3782850,4070961
10040162,99746,160269,293989,521912,845501,1221134,1760966,2166989,8931,2661648,3718197,4061603
10040163,89617,147993,296981,551456,870409,1342407,1827032,2219391,2848,2788462,3837537,4075117
10040164,98199,159809,289002,517897,837611,1202470,1746562,2166883,8247,2643238,3624194,4054375
10040165,95066,156541,298561,550827,857959,1321143,1810411,2211085,4704,2755434,3802349,4072636
10040166,99860,163053,295516,531747,846118,1265636,1783559,2192730,8136,2709749,3754908,4066085
10040167,99216,161049,297228,548252,859638,1275568,1795374,2183545,8130,2729899,3779663,4067550
10040168,92436,171320,309852,556447,862754,1172418,1713032,2183605,11181,2622473,3500147,4049841
10040169,91515,175130,317289,560156,868246,1169633,1720957,2187142,11832,2610988,3485309,4048377
10040170,93506,170295,307033,549707,860329,1169606,1713227,2172867,10419,2620979,3515807,4050419
10040171,91289,155860,301415,562309,852644,1307656,1818420,2229779,3859,2749436,3783886,4071911
10040172,93640,156662,302077,560808,860714,1308144,1825520,2231058,4434,2760380,3805941,4073314
10040173,94198,169207,305507,542738,856159,1172910,1717921,2183638,10041,2626294,3540292,4050657
10040174,87092,155268,309650,552472,857928,1251085,1802055,2227731,3823,2695158,3659696,4064929
10040175,88612,165153,320687,562968,866076,1241284,1799753,2228222,4582,2687647,3638719,4065376
10040176,87105,166697,324448,564443,866606,1245011,1808451,2231759,4104,2695937,3641756,4066402
10040177,90417,170028,307179,549218,858982,1159725,1700882,2168844,10475,2599094,3481393,4046716
10040178,89286,170950,308830,554045,855274,1153017,1689948,2176214,11156,2578144,3423243,4045726
10040179,85605,160843,326605,570129,868818,1253648,1820791,2253519,4763,2706398,3649161,4068369
10040180,91196,169394,307846,550120,859366,1172397,1721375,2182161,10210,2625289,3500201,4049749
10040181,90027,170002,327952,565384,868868,1211235,1780218,2223758,6481,2672579,3592213,4060433
10040182,98482,162924,292640,523791,845609,1225871,1766331,2186731,7415,2666914,3685583,4060589
10040183,98537,162421,289718,519258,841010,1213831,1753661,2178605,7974,2653826,3635976,4056911
10040184,93946,165049,306967,549716,858247,1227423,1783428,2213185,6954,2667278,3628601,4060807
10040185,95962,164285,298110,530119,848051,1219026,1764032,2193006,6745,2663512,3643294,4058448
10040186,95144,168169,303441,536754,851914,1167054,1727335,2183576,9454,2625150,3560957,4050549
10040187,93506,170295,307033,549707,860329,1169606,1713227,2172867,10413,2620979,3515807,4050419
10040188,96087,166839,300676,532631,842900,1170879,1725093,2178633,8664,2626562,3583433,4052632
10040189,94196,169191,305137,542476,853040,1172142,1716182,2182313,9958,2625775,3538402,4050509
10040190,95967,164725,300418,536490,849186,1232078,1775913,2204639,5753,2673336,3655710,4061299
10040191,94670,169191,305137,542476,853040,1172142,1716182,2182313,9994,2625775,3538402,4050509
10040192,93745,170295,307033,549707,860329,1169606,1713227,2172867,10518,2620979,3515807,4050419
10040193,97973,163762,297795,537894,849331,1234623,1776109,2193638,6849,2682781,3731961,4064234
10040194,88379,154436,304089,542067,853851,1277230,1824064,2237718,3134,2727632,3771264,4071351
10040195,95465,163177,299399,541977,847273,1246056,1789506,2210795,5180,2695760,3742294,4066551
10040196,92436,171320,309852,556447,862754,1172418,1713032,2183605,11180,2622473,3500147,4049841
10040197,90219,178220,319983,569051,875619,1182364,1733341,2193932,12293,2636690,3505450,4051996
10040198,96669,163258,300813,532730,847004,1235981,1775760,2201035,6283,2678006,3699993,4062174
10040199,92964,157631,306644,580423,915857,1475676,1893153,2313278,4088,3027735,3947666,4091250
10040200,92803,165099,335099,604579,958193,1523244,1929044,2361189,6167,3113187,3970968,4101977
10040201,95240,159638,316253,590217,951112,1511663,1922900,2354683,6522,3072477,3966499,4097401
10040202,87777,163354,349521,629812,1012612,1584749,1978702,2444344,10905,3299118,3992114,4112950
10040203,91229,163199,319312,595284,948968,1509036,1920566,2346910,5364,3062100,3964712,4096673
10040204,94142,163333,330975,596204,956103,1522484,1928325,2360373,6633,3113017,3970669,4101919
10040205,94677,158860,314330,587969,948029,1508595,1919542,2346689,6024,3062169,3964544,4096654
10040206,91858,160641,316120,588612,929335,1497560,1902896,2324630,5156,3043461,3958398,4093033
10040207,91721,172793,341864,603401,902312,1305482,1873324,2303570,7337,2757297,3760336,4077356
10040208,75390,174756,363785,643240,936014,1416424,1970935,2356460,7912,2878118,3876754,4088731
10040209,84680,174244,362362,642566,934511,1416525,1971270,2358073,8347,2878616,3877286,4088911
10040210,78952,169914,353785,637480,923965,1404289,1931794,2340707,6399,2857250,3867317,4087333
10040211,92959,166193,340386,609509,968842,1540519,1950112,2372852,7226,3171407,3979363,4105102
10040212,95082,169309,344160,614556,982656,1548322,1957095,2379796,8016,3198278,3982029,4106888
